Review,Rating,Aspek,Sentiment
mantap ,5,kualitas,POSITIF
selalu puas deh sampe gak sempet masuk kulkas langsung makan ,5,rasa,POSITIF
agak kecewa note tidak sesuai ,3,pelayanan,NETRAL
biar tangan yg bicara mantul rasa saladnya,5,rasa,POSITIF
udah kali kli bli sini enak dan muas jadi langgan,5,pelayanan,POSITIF
enak ,5,rasa,POSITIF
barang kemas cara rapi,5,pelayanan,POSITIF
oke banget selalu dan selalu beli asin di sini lagi sampe gojek nya bingung kenapa beli asin jauh banget karena enak dan rasa pas banget ,5,rasa,POSITIF
segeer banget dan sedeep,5,kualitas,POSITIF
sudah beli untuk sekian kali tetap suka dengan rasa ,5,rasa,POSITIF
seger makan siang2 cm mangga adem bgt makasih,5,kualitas,POSITIF
mantab  terima kasih,5,rasa,POSITIF
bintang bicara ,5,pelayanan,POSITIF
biar bintang yg bicara yaterima kasih,5,pelayanan,POSITIF
pas mantab makasih yah,5,rasa,POSITIF
maaf ya saya kurang cocok dg rasa saus dan buah nya juga tidak fresh air,3,rasa,NETRAL
sukakkk  sellernya juga helpful bgt  repeat order soon ,5,rasa,POSITIF
buah segar rasa enak seller respon bagus recomended,5,kualitas,POSITIF
gak ragu udah beli yg sekian kali pokokya sehat dan sukses terus y sis,5,rasa,POSITIF
udah langgan 6x sen sini baik via toped maupun wa rasa selalu premium dan enak keep up the good quality sis,5,rasa,POSITIF
transaksi berkali2 selalu puas,5,pelayanan,POSITIF
sesuai dengan pesan terimakasih,5,kualitas,POSITIF
barang terima dengan baik packing aman terima kasih,5,pengiriman,POSITIF
suka sy kirim cepat dan packing nya rapi trimakasih ya,5,pengiriman,POSITIF
sesuai pesan barang tidak kurang,4,pelayanan,POSITIF
mantap ,5,kualitas,POSITIF
garing mnggany enakbkl psn lagi pasti,5,rasa,POSITIF
enak seger bgt mangga asem renyah pas buat ngidam,5,kualitas,POSITIF
enak sampai repeat order terus,5,rasa,POSITIF
enak banget krenyes2 buah super segar lain kali mesti beli lagi,5,kualitas,POSITIF
repeat order buah mangga tetap bagus sekali sesuai dengan pesan saya yang pertama dan packing juga sangat rapi dan ikat erat terima kasih ,5,pelayanan,POSITIF
enak banget,5,rasa,POSITIF
mina kasih buah sudah sampai  packing sangat bagus sekali dan buah juga bagus ,5,kualitas,POSITIF
enak bgt pesan yg ke sekian kali,5,rasa,POSITIF
ini enak banget dongterasinya sukak langsung repeat order buat stock,5,rasa,POSITIF
baraang ny bagus kirim cepeett bangeett jooss toko ada bonuus nya lagi,5,kualitas,POSITIF
mantap,5,rasa,POSITIF
recomended seller,5,pelayanan,POSITIF
lapak fast responpacking rapibarang darat dengan amanmantab pokok,5,pelayanan,POSITIF
mantap barang bagus dan saya rekomendasi sini saja,5,kualitas,POSITIF
barang mantap ada lebih recomended,5,kualitas,POSITIF
barang mantap dan kualitas sukses terus pokok,5,kualitas,POSITIF
recomended mantap,5,pelayanan,POSITIF
barang oke,5,kualitas,POSITIF
recomended seller ini,5,pelayanan,POSITIF
barang kualitas respon seller cepat,5,kualitas,POSITIF
enak apalagi pas dapet harga diskon banyak sering promo yaa ,5,rasa,POSITIF
bsrang sesuai pesan,5,kualitas,POSITIF
brg ok enak thanks,5,kualitas,POSITIF
jual ramah packing nya aman keluar kota,5,pelayanan,POSITIF
mantab beli beberapa kali belum pernah kecewa,5,pelayanan,POSITIF
kirim cepat enakkkk saya suka,5,pengiriman,POSITIF
enak segar,5,kualitas,POSITIF
rasa nya wangi tetapi tidak manistidak sesuai iklan,1,rasa,NEGATIF
mantabbbb packing sangat bagus,5,pengiriman,POSITIF
rasa oke  hanya biji duren ada yg di dalem plastik,5,rasa,POSITIF
uenakkk bakal langgan nih,5,rasa,POSITIF
barang bagus packing rapih kirim cepat recommended seller,5,pelayanan,POSITIF
rasa manis mantul mksh,5,rasa,POSITIF
joss udh sampe sen ga sampe 1 jam moga joss jg rasa,5,pengiriman,POSITIF
ga kecewa dgn durian durian manis2 semua thx ya,5,rasa,POSITIF
rasa mantap manis,5,rasa,POSITIF
mantap,5,rasa,POSITIF
mantappp,5,rasa,POSITIF
enak,5,rasa,POSITIF
selalu suka bollen kartika enak,5,rasa,POSITIF
semua sesuai baik waktu kirim maupun item yg order,5,pelayanan,POSITIF
barang sampai besok expired,1,pengiriman,NEGATIF
uda sen hr sabtu tp kirim cuma ampe jam 11 senin kirim pun sore sampai ke tuju selasa siang,3,pengiriman,NETRAL
makan suka sejak kecil sudah 2x beli lewat toped packing rapi  aman,5,rasa,POSITIF
gede puas,5,pelayanan,POSITIF
masih sama seperti dulu waktu sy kecil enak tgl 8 2 pesan 9 2 bayar 10 2 siang udah sampe mantep dah cm dus agak penyok tp rasa enak mksh kartika sari,5,rasa,POSITIF
beli ke-4,5,rasa,POSITIF
packingan rapi,5,pengiriman,POSITIF
beli yg dua tetap puas epak rapi pakai bublewarp dan ada stiker fragile barang khasiat bagus dan kadarluarsanya masih lama jual baik dan fast respon makasih gan ,5,pelayanan,POSITIF
mantap barang asli khasiat bagus langsung asa epak rapi tulis fragille dan pakai bubblewarp kadarluarsanya masih lama jual baik dan fast respon makasih ya next pasti order lg ,5,kualitas,POSITIF
sesuai dengan pesan cepet nyampe packing rapi  ditambahin bublewrap dan tentu lebih murah dari yg lain recomended,5,pengiriman,POSITIF
sesuai ekspektasi moga jd lebih sehat ,5,kualitas,POSITIF
kirim cepatpackingnya aman  rapiproduk kemas sangat baik makasih seller,5,pengiriman,POSITIF
harga bagus barang bagus kirim cepat,5,kualitas,POSITIF
packing amanmurah cepat,5,pengiriman,POSITIF
kirim cepat dan pia enakk,5,pengiriman,POSITIF
seller sangat responsive ,5,pelayanan,POSITIF
suka banget sama pia ini tagih terus,5,rasa,POSITIF
seller gercep enak pia nya uda sering beli  suksesterus,5,pelayanan,POSITIF
uenak,5,rasa,POSITIF
barang sesuai dengan ingin tks,5,pelayanan,POSITIF
mantap,5,kualitas,POSITIF
good productgood seller  thankyouu ,5,kualitas,POSITIF
good seller good product ,5,pelayanan,POSITIF
good product good seller  thankyouu kak,5,pelayanan,POSITIF
good seller  pesan sesuai produk ok kirim cepat terima kasih seller sukses selalu,5,pelayanan,POSITIF
mantaap baik respon seller maupun produk ok,5,pelayanan,POSITIF
enak ngga manis puas belanja sini on time sesuai deskripsi 2 hari dan tiba jam 11 siang hehe fresh masuk untuk topping kacang mgkin bsa hancur lebih seragam homogen krna ada piece yg trnyta besar dan keras,5,rasa,POSITIF
bolu nya enak dan mantapp,5,rasa,POSITIF
selalu puasudah langgan,5,pelayanan,POSITIF
wow yum yum enak,5,rasa,POSITIF
enakkk ngga terlalu manis bolu nya lembut ,5,rasa,POSITIF
selalu puas pesan sini rasa enak dan kirim sesuai,5,pelayanan,POSITIF
packing nya rapi pas buka wangi nya enak bsk2 beli sini lagi terima kasih,5,pengiriman,POSITIF
baru pernah sen kue serapih ini packagingnya bener2 bagus kata po 2 hr tp besok udh sampairasanya enak lembut tp mantap kacang jg garing top bangettsss,5,pelayanan,POSITIF
packaging aman produk sesuai ekspektasi moga sukses,5,pelayanan,POSITIF
bolu jadul enak dan kemas rapi dar saran bag nya jgn plastik kali yaa spy tdk tambah sampah plastik hehe,5,pelayanan,POSITIF
kirim cepat dan jual kooperatif,5,pengiriman,POSITIF
puasa bangettt buat ngasih hampers ke org lain cocok banget,5,pelayanan,POSITIF
nyata sampenya cepat sekaliiii padahal kata po  terimakasih banyaaak min,5,pengiriman,POSITIF
rasa cokelat luar biasa sekali kalo ga inget berat badan bisa2 diabisin sendiri  untuk layan lebih dari ekspetasi pikir ga akan kirim hari ini nyata langsung kirim hari ini juga mantab,5,rasa,POSITIF
enak bangeeet coklat rasa bbget aku tdi mkan ditroh di kulkas dlu jdi enyoyy bakal repurchase si ini makasih seller,5,rasa,POSITIF
sumpah padahal tulis po tapi pas sen malemnya udah kirim dan pagi ini udah sampeeee layan juga ramah bangettt fix kalo beli hampers lagi bakal sini the best,5,pengiriman,POSITIF
layan cepat paket sampai ke tuju dgn aman mantaap sukses buat sellernya,5,pelayanan,POSITIF
mantab pas banget buat jadi hampers lebaran thank you,5,kualitas,POSITIF
proses cepat,5,pengiriman,POSITIF
seller ramah dan informatif sekali fast response jugapackaging sangat cantik karna untuk hampers lebaranproses pesan juga cepat h-1 pesan dan besok sudah antar sudah rapi dan cantik pacakgingnyasiap bagi hampersnyaoverall sangat puas,5,pelayanan,POSITIF
enak admin good response,5,rasa,POSITIF
alhamdulillah kue enak sesuai pesan terima kasih,5,rasa,POSITIF
admin walaupun agak lama respon mgkn krn order banyak tapi begitu dinotice proses cepet jadi alhamdulillah bisa terima sesuai waktu yg diharapkanrasa kue ijonya sih jelas juara bangeett ,5,pelayanan,POSITIF
pesan cepet sampe pagi sen siang udh sampe free greeting card luvvv makas,5,pengiriman,POSITIF
paraaah enak banget,5,rasa,POSITIF
suka bgt sampai order buat paket hampers ke teman2,5,kualitas,POSITIF
enakkkkk,5,rasa,POSITIF
respon seller cepat packing baik dan sesuai pesan,5,pelayanan,POSITIF
kirim cepet banget packing okeee rasa sungguh endul nggak malu2in buat kasih2 ke tetangga ,5,pengiriman,POSITIF
beneran kue basah yg segertks kaaaasukses selalu,5,kualitas,POSITIF
enak,5,rasa,POSITIF
kulit choipannya banyak yg hancur karena dan lengket satu sama lain,2,kualitas,NEGATIF
enak rasa apa lagi sambelnya ngeklop bgt rasa tp mgkn pas ambil harus ati2 krn kulit tipis overall ok smua,5,rasa,POSITIF
choi pan langgan sudah beli ber kali2 muas enak puas ,5,rasa,POSITIF
mantabsudah langgan,5,kualitas,POSITIF
ehm choipan nya ya rasa choipan pada umum nyabiasa ajaterus dapat sambal nya sedikit padahal beli nya 40 biji,3,rasa,NETRAL
selalu enak,5,rasa,POSITIF
choipannya enak nyesel ordernyakurang banyak kirim juga cepat,5,rasa,POSITIF
enakkkk cpt kirim thx,5,rasa,POSITIF
kualitas cukup baik dengan harga jangkau,4,kualitas,POSITIF
recomended,5,pelayanan,POSITIF
tanpa hancurrmanntaabbb,5,kualitas,POSITIF
sebenernya paling takut kalo order makan apalagi dr luar kota karena alam bbrp kali pas sampe makan ancur atau lbh parah basi tapi ini enggak sama sekali packingnya juga bagus banget dan aman banget pasti bakal order sini lagi,5,kualitas,POSITIF
barang kondisi bagus rasa enak seller fast respon packing rapi dan aman rekomen,5,kualitas,POSITIF
barang kondisi bagus enak seller fast respon packing rapi dan aman rekomen,5,pelayanan,POSITIF
sdh kali beli sini ,5,pelayanan,POSITIF
good,5,rasa,POSITIF
ini enak banget,5,rasa,POSITIF
not really for me hehe buat aku sangat sangat manis tapi tekstur ok,3,rasa,NETRAL
gk pernah kecewa beli sini,5,pelayanan,POSITIF
admin ramah banget dan fast response browniesnya two thumbs up coklat asa banget dan gak manis,5,pelayanan,POSITIF
adminnya fast respon bgt ada yg ga ada lgsg konfirmasi ,5,pelayanan,POSITIF
enak2 semua manis pas utama yg varian greentea nya grenteacheese nya tebal dan coklat enak,5,rasa,POSITIF
enak banget cokelat nya leleh nagih sih ini bahayaa,5,rasa,POSITIF
ok,5,kualitas,POSITIF
enak banget dan kirim super cepat sudah 2x belanja di sini ,5,rasa,POSITIF
kirim cepat dan jual kooperatif,5,pengiriman,POSITIF
puasa bangettt buat ngasih hampers ke org lain cocok banget,5,pelayanan,POSITIF
nyata sampenya cepat sekaliiii padahal kata po  terimakasih banyaaak min,5,kualitas,POSITIF
rasa cokelat luar biasa sekali kalo ga inget berat badan bisa2 diabisin sendiri  untuk layan lebih dari ekspetasi pikir ga akan kirim hari ini nyata langsung kirim hari ini juga mantab,5,rasa,POSITIF
enak bangeeet coklat rasa bbget aku tdi mkan ditroh di kulkas dlu jdi enyoyy bakal repurchase si ini makasih seller,5,rasa,POSITIF
sumpah padahal tulis po tapi pas sen malemnya udah kirim dan pagi ini udah sampeeee layan juga ramah bangettt fix kalo beli hampers lagi bakal sini the best,5,pengiriman,POSITIF
layan cepat paket sampai ke tuju dgn aman mantaap sukses buat sellernya,5,pengiriman,POSITIF
mantab pas banget buat jadi hampers lebaran thank you,5,kualitas,POSITIF
proses cepat,5,pengiriman,POSITIF
seller ramah dan informatif sekali fast response jugapackaging sangat cantik karna untuk hampers lebaranproses pesan juga cepat h-1 pesan dan besok sudah antar sudah rapi dan cantik pacakgingnyasiap bagi hampersnyaoverall sangat puas,5,pelayanan,POSITIF
original exp masih jauh fresh makasih ya,5,kualitas,POSITIF
kirim tepat waktu,5,pengiriman,POSITIF
mantap,5,kualitas,POSITIF
respon bagus,5,pengiriman,POSITIF
responnya sm kirim cpt bangetkuenya jg enak,5,pengiriman,POSITIF
kue enaklembut dan gak terlalu manis,5,rasa,POSITIF
sen semalem bsk siang sampe,5,pengiriman,POSITIF
paket telah sampai packing oke kurir oke produk oke moga kue bolu talas berkah,5,pelayanan,POSITIF
kirim cepat dan layan ramah,5,pengiriman,POSITIF
mantap fast response jual dan kirim cepat rasa juga enak ,5,pelayanan,POSITIF
kirim cepat,5,pengiriman,POSITIF
mantapp lezat,5,rasa,POSITIF
wajib beli lagi ,5,rasa,POSITIF
kirim super cepet dan seller ramah beli beberapa kloter ,5,pengiriman,POSITIF
enak,5,rasa,POSITIF
respon cepatpesanan sesuai requestpengiriman pake sameday aman sekalithank you,5,pelayanan,POSITIF
beli berapa kali syukaa,5,rasa,POSITIF
nagih enak banget selalu,5,rasa,POSITIF
enaaakkkkk,5,rasa,POSITIF
good thx seller,5,pelayanan,POSITIF
ok rasa tdk kecewa,5,rasa,POSITIF
enak,5,rasa,POSITIF
rasa enak mantap ga usah jauh2 ke surabaya untuk beli ceapt banget sampai makasih yaaa,5,rasa,POSITIF
gak pernah nyesel beli sini kualitas kue jamin dan respin seller cepat,5,kualitas,POSITIF
pesan siang sore sudah sampai  adminnya ramah  sudah langgan di livana kalo ke surabaya selalu beli livana  ada outlet di jakarta lebih mudah buat beli  rasa sudah tidak perlu ragu lagi  semua enakk,5,pelayanan,POSITIF
enak dan nikmat kirim dan packaging bagus dan cepat,5,rasa,POSITIF
packingnya rapi bangetkeren dah pokok untuk kue enakg was2 kue penyok atau kenapa2di jamin sampe dengan selamat kuenyahappy shopping,5,pelayanan,POSITIF
kue nya istimevvah ,5,rasa,POSITIF
walaupun respon sedikit slow tapi sekali di notice proses cepet banget admin juga sangat bantu alhamdulillah sesuai estimasi waktu kalau rasa nggak usah bahas jelas daeebaakk juaraaa ,5,pelayanan,POSITIF
ahhh sukaaapackagingnya gemas kirim juga cepat gak malu2in kalau buat kirim2 hampers ,5,rasa,POSITIF
enak banget langs ludes ,5,rasa,POSITIF
super cepat kirim thanks,5,pengiriman,POSITIF
enakkkkk bgt,5,rasa,POSITIF
cepat respon dn oke bingit kue nya,5,pelayanan,POSITIF
kue yummy  layan sangat baiksuper cepat thank you ,5,rasa,POSITIF
enakkk langsung ludes padahal makan dua,5,rasa,POSITIF
enak bangeeet ongol-ongolnya kenyal pas,5,rasa,POSITIF
seller fast respon gemblong empuk dan enak ,5,pelayanan,POSITIF
overall enak gula kering dan tahan lama kering tp agak gosong jadi ada rasa paitnya ketan udah oke banget gacor,5,rasa,POSITIF
terima kasih selalu puas enak cepat dan aman,5,pelayanan,POSITIF
parah udah repeat order ke 2 dan sen lebih banyak nyata enak banget ini,5,rasa,POSITIF
terima kasih enak sekali semua suka ,5,rasa,POSITIF
enak banget banget lembut dan manis pas,5,rasa,POSITIF
enak dan bener kata jual baik atau paling enak kalo lsg makan hari itu,5,rasa,POSITIF
layan cepat mkn enak,5,pelayanan,POSITIF
ketan legit gula merah asa banget selalu jadi rebut keluarga l,5,rasa,POSITIF
browniesnya eunak gak terlalu manis packing rapi n ok,5,rasa,POSITIF
barang sesuai terima kasih,5,kualitas,POSITIF
kirim cepat emas aman dan exp cukup lama thx,5,pengiriman,POSITIF
endul,5,rasa,POSITIF
brownisnya enaaakkkk,5,rasa,POSITIF
kue enak dan delivery cepat,5,rasa,POSITIF
browniesnya sampai dengan selamat packingnya yang bungkus satu bikin lebih aman ya kalau rasa browniesnya prima rasa mah jelas enak lah ,5,pelayanan,POSITIF
ya primarasa seng ada lawan enak,5,rasa,POSITIF
barang di terima dengan kondisi agak sedikit hancur ujung seperti terguncang2 dalam kirim rasa browniesnya enak kirim cepat,4,kualitas,POSITIF
uenak,5,rasa,POSITIF
mantab,5,rasa,POSITIF
mantab,5,rasa,POSITIF
barang sesuai deskripsienakk dan lezatsemoga makin sukses dan untung y bos,5,kualitas,POSITIF
kemas rapi aman sampai tuju,5,pengiriman,POSITIF
expire nya terlalu pendek jangka waktu cuma 4 hari stlh brg ditrima,3,kualitas,NETRAL
tks tks tks,5,pelayanan,POSITIF
enakk,5,rasa,POSITIF
mantap,5,rasa,POSITIF
rasa enak harga murah,5,rasa,POSITIF
baik,5,pelayanan,POSITIF
sen isi 10 kirim isi 5 chat slowwwwww response wa pun sama,5,pelayanan,POSITIF
enak,5,rasa,POSITIF
bakpia bagus enakpengirimaan tepat waktu recommended seller,5,kualitas,POSITIF
mantap jogja bekas cpet bgt nyampenya exp msh 4hr lg lgsg msukin kulkas,5,pengiriman,POSITIF
kirim cepat packing aman sukses buat toko nya yaa,5,pengiriman,POSITIF
recommended sellertepat waktu kirim komunikatif seller dan packaging bagus,5,pelayanan,POSITIF
cepet bgt ngirimnyamantap,5,pengiriman,POSITIF
wueeenakkk tenannnnnuntuk kirim mulusss banget ga ada kendala ap2 seller langsung dm update foto baik produk maupun babang gojek kangen sama bandung order dr cabang aja ,5,rasa,POSITIF
bolen kemas dengan bubble wrap dan plastik selles komunikasi kirim pesan dengan baik expired date di 9 mei 2021,5,pelayanan,POSITIF
sdh tau bolen ini pasti enaaak mksh sdh cepat krmnya,5,rasa,POSITIF
enak bangetttttttt fresh,5,rasa,POSITIF
seller fast respons dan komunikatif sekali,5,pelayanan,POSITIF
yg 2 rasa habis gak apa2 yg coklat juga mantap,5,rasa,POSITIF
gerak cepat pesan ga sampe 30 menit sudah jemput kurir recommended services 5,5,pengiriman,POSITIF
kirim cepat sameday respon jual cepat dan rasa enak banget makasih kak,5,pengiriman,POSITIF
kirim cepat seller cepet tanggap barang kualitas oke banget kirim instan mantap,5,pengiriman,POSITIF
respond cepat beli dua hehe,5,pelayanan,POSITIF
mantap,5,kualitas,POSITIF
produk sesuai deskripsi tanggap dan kirim cepat sangat recommended,5,kualitas,POSITIF
enak,5,rasa,POSITIF
mantapp respon toko cepat expired nya jauh,5,rasa,POSITIF
expired masih bulan lgi,5,kualitas,POSITIF
mantap lembut  lumer di mulut,5,rasa,POSITIF
thank s pia legongnnya enak,5,rasa,POSITIF
kirim cepat padahal di peak seasonrasa moga enak kirim tuk hadiah,5,pengiriman,POSITIF
kue enak kirim cepat,5,rasa,POSITIF
packingan rapih kue enak,5,pelayanan,POSITIF
kirim nya cepat,5,pengiriman,POSITIF
lv is the best kue enak2 dan variasi trusted and recommended seller,5,rasa,POSITIF
respon baik packaging sangat rapi,5,pelayanan,POSITIF
enak lapis legit,4,rasa,POSITIF
enakkkkk,5,rasa,POSITIF
packing bagus  rasa enak,5,pelayanan,POSITIF
packingan aman,5,pelayanan,POSITIF
enak lembut,5,rasa,POSITIF
terluv gula dan kelapa enak banget ini kacau si enak bakal order lagi recommended banget,5,rasa,POSITIF
enak banget gemblong ketan lembut gula medok,5,rasa,POSITIF
gemblong enak recommended seller kirim sangat cepat,5,rasa,POSITIF
enak pake banget,5,rasa,POSITIF
enak bgt sih ini ketan jg empuk,5,rasa,POSITIF
good product good delivery,5,kualitas,POSITIF
endul bgt,5,rasa,POSITIF
enak,5,rasa,POSITIF
kulit choipannya banyak yg hancur karena dan lengket satu sama lain,2,kualitas,NEGATIF
enak rasa apa lagi sambelnya ngeklop bgt rasa tp mgkn pas ambil harus ati2 krn kulit tipis overall ok smua,5,rasa,POSITIF
choi pan langgan sudah beli ber kali2 muas enak puas ,5,rasa,POSITIF
mantabsudah langgan,5,rasa,POSITIF
ehm choipan nya ya rasa choipan pada umum nyabiasa ajaterus dapat sambal nya sedikit padahal beli nya 40 biji,3,rasa,NETRAL
selalu enak,5,rasa,POSITIF
choipannya enak nyesel ordernyakurang banyak kirim juga cepat,5,rasa,POSITIF
enakkkk cpt kirim thx,5,rasa,POSITIF
kualitas cukup baik dengan harga jangkau,4,kualitas,POSITIF
so delish,5,rasa,POSITIF
sukak,5,rasa,POSITIF
rasa n packing ok,3,rasa,NETRAL
seperti kemas kurang cocok utk kirim same day isi jadi ikut tertekan2,3,pengiriman,NETRAL
terlalu enak atas ekspektasi pasti beli lagi utama yang vanilla jadi rebut,5,rasa,POSITIF
soesnya enak dan bakal repeat order,5,rasa,POSITIF
hmmm awal pikir ini mirip2 beard papa eh nyata lebih ke kue sus jadul gitu ok sih not bad but not to my liking lebih suka yang light,4,rasa,POSITIF
tooopppp,5,rasa,POSITIF
rasa mantab,5,rasa,POSITIF
vanilla enak bagi kulitnyaoriginal enak dalem rum terasamatcha krim bagi dalam asa aroma jasmine greenteachoco agak eneg,5,rasa,POSITIF
min benyek kue nya tapi gpp lah untung rasa nya enak ,4,rasa,POSITIF
entah beli yg berapa kalisoalnya selalu sen sini kirim and packing nya bagus bangetyg sekarang kirim gosendselalu puas,5,rasa,POSITIF
rasa lumayan enak tp gak terlalu asa wismannya isi dikit,4,rasa,POSITIF
ok banyak isi cm mgkn krn pinggir dan tipis2 jd rasa krg moist lbh suka lapis sby nya,4,rasa,POSITIF
enak super rasa,5,rasa,POSITIF
cara layan bagus responsif dan cpt proses kirim jg bagus packingngya klo kualitas dan rasa krn ga tau lapis legit yg enak itu gmn jadi ya mnurut saya ini enak cuma emang agak overprice ya untuk pinggir dikit bgt mending sekali beli lapis monica di alfamart ,4,pelayanan,POSITIF
enak bgt dan lembutnext order lagi ,5,rasa,POSITIF
lumayankue nya pda nempelirisan nya tips bangat,5,rasa,POSITIF
responnya cepat,5,pelayanan,POSITIF
cake nya udah gosong paking ngasal,1,kualitas,NEGATIF
good,5,rasa,POSITIF
kirim cepat packing lumayan mungkin karena pinggir kuesedikit gosong rasa sedikit pahitsaya tidak temu beli 3 gratis1yg saya terima cuma 3tp overall good lah,4,pengiriman,POSITIF
sudah takdir beli kue zonk beli belum baca review kirim lama gambar dan produk yg kirim beda rasa kue minyak dan gak enak maafin ya tp saya hanya mau selamat org lain dari kecewa yg saya rasa,1,pelayanan,NEGATIF
he hee enak,5,rasa,POSITIF
enak cuma jgn harap seperti di gambar yg penuh ya he he he,5,kualitas,POSITIF
ada bau yg an h,3,kualitas,NETRAL
nggak enak parah sekalimau makan nya juga takutparaaahhhh,1,rasa,NEGATIF
ga sesuai dengan gambar soal rasa standar banget,1,kualitas,NEGATIF
enak dan kirim cepat  langsung habis ama anak2,5,rasa,POSITIF
rasa nya itu loh ngangeninmantab,5,rasa,POSITIF
enak sihh ini sblmnya aku udh sen yg mahal di tk sblh trus penasaran apa di tokped ada yg jual mooncake nyata kok ada yg hrgnya jangkau dan review bagus jd aku sengaja beli lg mau compare nyata rasa jg ga kalah lohkata seller bestsellernya varian pandan dan kc merah jd aku beli yg varian pandan kc merah kc item telur asin dan durian telur asin aku plg doyan yg kc item dan durian kulit jg lmyn tipis jd isi lbh asa kirim jg cpt aku sen malem bsk sore udh kirim jd neng deh nemu mooncake yg hrg jangkau kalo kpn2 ken bs beli lg sini nyoba yg varian lain,5,rasa,POSITIF
enak bgt,5,rasa,POSITIF
mooncake-nya enak nggak eneg seperti mooncake pada umum,5,rasa,POSITIF
agak hancur ya dtg nya cemet tp rasa ok bgt rwcomended seller,5,kualitas,POSITIF
kirim cepat dan kualitas produk memang muas ini pesan yang beberapa kali,5,pengiriman,POSITIF
enak bangeet puas sama layan terima kasih kuenyaa,5,rasa,POSITIF
enak ,5,rasa,POSITIF
ini mooncake enak parah sih dan good service bgt bungkus nya jg buat bener2 aman padahal kirim ke jawa barat recommended,5,rasa,POSITIF
enak banget,5,rasa,POSITIF
enak bingiiitsss,5,rasa,POSITIF
enak bgt rasa,5,rasa,POSITIF
enaakkk kirim cepet,5,rasa,POSITIF
pesan tiba cepatrasa enak kwalitas stabilmurah hati kasih sambelnya 2 plastik,5,pengiriman,POSITIF
udah ini enak titik no debat yang bengkoang ya,5,rasa,POSITIF
puasss sklenak coipannya sambelnya kasih banyakinisdh kali ke 3 pesan sm toko ini,5,rasa,POSITIF
enakk,5,rasa,POSITIF
maknyooossssse,5,rasa,POSITIF
mantap ini,5,rasa,POSITIF
